Title_name,Title_list1_Image,Title_list1_cal,Title_list1_carbs,Title_list1_Fats,Title_list1_Prot,Title_list1_Sugar
"Pecans
Nuts, dry roasted, without salt added",https://images.eatthismuch.com/images/food_icons_v3/hazelnut.png,201,3.8 g,21.1 g,2.7 g,2.7 g
"Fried chicken breast
Fast foods, meat and skin with breading",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,271,7.1 g,14.7 g,27.7 g,0.1 g
"Fried chicken thigh
Fast foods, meat only, skin and breading removed",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,150,0.2 g,7.9 g,19.5 g,0 g
"Apples, raw, granny smith, with skin",https://images.eatthismuch.com/thmb/475141_MamaMarmalade_9d9d7b56-eed7-4d3e-8fcc-b9c7dfc45328.png,63,14.8 g,0.2 g,0.5 g,3.1 g
"Butter pecan ice creams
Breyers, no sugar added",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,245,29.0 g,14.0 g,5.4 g,1.2 g
"Pork loin, center rib (chops)
Fresh, bone-in, separable lean and fat, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,63,0 g,3.7 g,6.9 g,0 g
"Chicken drumstick
Broilers or fryers, meat only, cooked, stewed",https://images.eatthismuch.com/images/food_icons_v3/chicken.png,270,0 g,9.1 g,44 g,0 g
"Zesty italian dressing
Salad dressing, Kraft brand",https://images.eatthismuch.com/thmb/273_erin_m_4139a27f-f83f-4ac0-9d64-5e5703278f0e.png,53,0.9 g,5.4 g,0.0 g,0.1 g
"Squash
Winter, spaghetti, cooked, boiled, drained, or baked, with salt",https://images.eatthismuch.com/thmb/2486_alicehorton_91e397fc-0817-445d-ab24-ee11f85560b5.png,42,10.0 g,0.4 g,1.0 g,2.2 g
"Coffee
Instant, with sugar, mocha-flavor, powder",https://images.eatthismuch.com/images/food_icons_v3/drink.png,30,4.8 g,1.0 g,0.3 g,0.1 g
"Ranch dressing
Salad dressing, fat-free",https://images.eatthismuch.com/thmb/364_erin_m_33e82f0d-4c0e-45c0-be10-c14cf60979f7.png,17,3.7 g,0.3 g,0.0 g,0.0 g
"Instant oats
Cereals, fortified, plain, dry",https://images.eatthismuch.com/thmb/1082_cris.npinheiro_2e67d428-5b01-4e14-b17b-367ac63e70ed.jpg,101,19.5 g,1.9 g,3.3 g,2.8 g
"Margarine-butter blend
Margarine-like, soybean oil and butter",https://images.eatthismuch.com/thmb/332_simmyras_93336354-2893-4903-805a-d024b3f9340a.png,103,0.1 g,11.3 g,0.0 g,0 g
"Wine
Alcoholic beverage, dessert, sweet",https://images.eatthismuch.com/thmb/3068_FitEmmett_430b20e5-89b0-4bf1-942f-f5c4de4fa9d5.jpg,165,14.1 g,0 g,0.2 g,0 g
"Beef round
Outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",https://images.eatthismuch.com/thmb/5367_hopscotch_queen_86fc435c-9851-47ef-85c8-715c2a0175c3.png,43,0 g,1.9 g,6.0 g,0 g
"Papa john's 14"" pepperoni pizza
Original crust",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,338,36.9 g,14.6 g,14.7 g,1.5 g
"Frosty dairy dessert
Wendy's",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,300,53.6 g,5.9 g,7.9 g,7.5 g
Mcdonald's barbeque sauce,https://images.eatthismuch.com/thmb/5132_Valerie.Donis_70723eb8-94e7-4b33-888d-5f2acb0a1031.jpeg,46,10.3 g,0.3 g,0.4 g,0.4 g
"Hot fudge sundae
Mcdonald's",https://images.eatthismuch.com/thmb/5157_Medhat754_41c956f1-9135-42c8-a53f-a13b64e4021e.jpg,333,53.8 g,10.6 g,7.4 g,0.7 g
"Regular cheeseburger
Fast foods, double patty and bun, plain",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,567,36.1 g,32.5 g,32.6 g,2.0 g
"Domino's 14"" cheese pizza
Ultimate deep dish crust",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,321,40.5 g,11.9 g,13.0 g,2.9 g
"Little caesars 14"" cheese pizza
Large deep dish crust",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,268,30.7 g,10.4 g,12.9 g,1.3 g
"Classic single hamburger
Wendy's, no cheese",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,464,36.7 g,23.1 g,27.5 g,2.8 g
"Single hamburger
Fast foods, large patty; with condiments and vegetables",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,512,40.0 g,27.4 g,25.8 g,0 g
"Mcflurry with m&m's
Mcdonald's",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,616,93.3 g,22.5 g,14.0 g,0.7 g
"Burrito
Fast foods, with beans, cheese, and beef",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,365,47.4 g,13.8 g,14.3 g,7.5 g
"Hash brown rounds
Burger king",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,233,22.6 g,14.9 g,2.2 g,1.8 g
"Fast food salad
Vegetable, tossed, without dressing, with cheese and egg",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,102,4.8 g,5.8 g,8.8 g,0 g
"Fast food salad
Vegetable, tossed, without dressing, with chicken",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,105,3.7 g,2.2 g,17.4 g,0 g
"Sausage biscuit with egg
Mcdonald's",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,507,31.4 g,36.3 g,18.4 g,1.3 g
"Enchilada
Fast foods, with cheese and beef",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,323,30.5 g,17.6 g,11.9 g,0 g
"Doughnuts
Cake-type, chocolate, sugared or glazed",https://images.eatthismuch.com/images/food_icons_v3/bread.png,250,34.4 g,11.9 g,2.7 g,1.3 g
"Quark
Cheese",https://images.eatthismuch.com/thmb/5825_laurabedo_822d330a-7a43-4b9e-9709-976a219ddfe4.png,173,9.8 g,0.5 g,32.4 g,0 g
"Beef salami
Cooked",https://images.eatthismuch.com/thmb/936_simmyras_2860485c-1f14-41e8-b319-c5f6c2a079ea.png,74,0.5 g,6.3 g,3.6 g,0 g
"Beef chuck
Clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,161,0 g,6.0 g,24.9 g,0 g
"Popcorn
Snacks, oil-popped, microwave, regular flavor",https://images.eatthismuch.com/thmb/4426_SigrnErla_2fb981b6-aefc-4457-8a59-7fc206f7b0d7.jpg,165,12.8 g,12.3 g,2.1 g,2.3 g
"Jackfruit
Raw",https://images.eatthismuch.com/thmb/1426_calvin_krause_1f80ee29-299b-4640-9cae-f641f9899c1c.png,157,38.4 g,1.1 g,2.8 g,2.5 g
"Sweetener, herbal extract powder from Stevia leaf",https://images.eatthismuch.com/thmb/472481_acroushorn_3e0fe771-3952-4009-96df-e92e25bf0682.png,0,1 g,0 g,0 g,0 g
"Mashed potatoes
Dehydrated, flakes without milk, dry form",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,212,48.7 g,0.2 g,5.0 g,4.0 g
"Mixed vegetables
(corn, lima beans, peas, green beans, carrots) canned, no salt added",https://images.eatthismuch.com/thmb/5753_Hugo4488_0f3c6fc0-0e2b-443d-aa56-a776a93ce72e.png,67,13.3 g,0.4 g,2.5 g,5.6 g
"Carrot juice
Canned",https://images.eatthismuch.com/thmb/2300_scotjohns_bd2aebb1-d26c-46eb-a182-b12763ce833a.png,94,21.9 g,0.4 g,2.2 g,1.9 g
"Reese's puffs
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,161,29.5 g,4.3 g,2.7 g,1.8 g
"Beverages, coffee, brewed, breakfast blend",https://images.eatthismuch.com/thmb/476109_tatrtot79_24f022ef-f465-47fe-a755-a7b4c73eb432.png,5,0.6 g,0 g,0.7 g,0 g
"Pollock
Fish, atlantic, raw",https://images.eatthismuch.com/thmb/3318_red_sour_berry_67623383-542e-4846-b01d-a5027bd9f092.jpg,26,0 g,0.3 g,5.5 g,0 g
"Red wine
Alcoholic beverage, table, pinot noir",https://images.eatthismuch.com/thmb/3073_mrsfred494_dcd0dcc5-74c0-4a7f-8387-08155149330f.jpg,121,3.4 g,0 g,0.1 g,0 g
"Cabbage
Chinese (pe-tsai), raw",https://images.eatthismuch.com/thmb/1910_hanna.trogisch_c351d4d9-4b8e-4736-b397-f7d73a9527c5.jpg,12,2.5 g,0.2 g,0.9 g,0.9 g
"Baked beans
Canned, with pork and tomato sauce",https://images.eatthismuch.com/images/food_icons_v3/soy.png,231,46.0 g,2.3 g,12.7 g,9.8 g
Natto,https://images.eatthismuch.com/thmb/3608_nikkismind_abb52009-f66f-4678-8249-c849c2fadc04.jpg,371,25.1 g,19.3 g,31.0 g,9.5 g
"Peanuts
Valencia, oil-roasted, with salt",https://images.eatthismuch.com/images/food_icons_v3/peanut.png,167,4.6 g,14.5 g,7.7 g,2.5 g
"Broadbeans
(fava beans), mature seeds, canned",https://images.eatthismuch.com/images/food_icons_v3/soy.png,182,31.8 g,0.6 g,14.0 g,9.5 g
Meatless bacon bits,https://images.eatthismuch.com/images/food_icons_v3/soy.png,33,2.0 g,1.8 g,2.2 g,0.7 g
Silk vanilla soy yogurt (single serving size),https://images.eatthismuch.com/thmb/3688_princessheaton_f6d868b2-6833-45e8-a1ac-55723b51e5a3.jpg,150,25.0 g,3.0 g,5.0 g,1.0 g
"Soymilk
Original and vanilla, with added calcium, vitamins a and d",https://images.eatthismuch.com/thmb/3633_BonnieRoweDankanich_84c681a6-dcfa-46e9-82be-3d647e3c65da.png,104,12.0 g,3.6 g,6.3 g,0.5 g
"Baked beans
Canned, with pork",https://images.eatthismuch.com/images/food_icons_v3/soy.png,268,50.6 g,3.9 g,13.1 g,13.9 g
"Vegetable juice cocktail
Canned",https://images.eatthismuch.com/thmb/2253_IS218315_18eed2ab-56ab-4f1c-8120-b6efa67a099a.png,46,9.4 g,0.8 g,2.3 g,1.2 g
"Radishes
White icicle, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,7,1.3 g,0.1 g,0.6 g,0.7 g
"Waxgourd
(chinese preserving melon), cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,25,5.3 g,0.4 g,0.7 g,1.8 g
"Waxgourd
(chinese preserving melon), cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,19,4.3 g,0.4 g,0.7 g,1.8 g
"Fruit cocktail
(peach and pineapple and pear and grape and cherry), light syrup, solids and liquids, canned",https://images.eatthismuch.com/images/food_icons_v3/apple.png,138,36.1 g,0.2 g,1.0 g,2.4 g
"Grapefruit juice
White, unsweetened, canned",https://images.eatthismuch.com/images/food_icons_v3/grape.png,94,22.1 g,0.2 g,1.3 g,0.2 g
"Grapes
Thompson seedless, heavy syrup pack, solids and liquids, canned",https://images.eatthismuch.com/images/food_icons_v3/grape.png,195,50.3 g,0.3 g,1.2 g,1.5 g
"Pineapple juice
Frozen concentrate, unsweetened, diluted with 3 volume water",https://images.eatthismuch.com/thmb/1522_ldementhon_e53afa97-1611-4735-8ba5-5ff4833d3637.png,128,31.7 g,0.1 g,1 g,0.5 g
"Rhubarb
Frozen, cooked, with sugar",https://images.eatthismuch.com/thmb/1552_chris_struthers_d1f3f0c6-8d2c-44da-b88b-68c37cbc65d1.jpg,278,74.9 g,0.1 g,0.9 g,4.8 g
"Sugar-apples
(sweetsop), raw",https://images.eatthismuch.com/thmb/1563_scotjohns_64c39ea4-2811-434f-a4f0-46417a0a477a.png,235,59.1 g,0.7 g,5.2 g,11 g
"Sapodilla
Raw",https://images.eatthismuch.com/images/food_icons_v3/apple.png,200,48.1 g,2.7 g,1.1 g,12.8 g
"Beef tripe
Variety meats and by-products, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,96,0 g,4.2 g,13.6 g,0 g
"Green peppers
Sweet, green, sauteed",https://images.eatthismuch.com/images/food_icons_v3/red_pepper.png,36,1.2 g,3.4 g,0.2 g,0.5 g
"Chicken, broiler, rotisserie, Bbq, drumstick, meat only",https://images.eatthismuch.com/missing_thumbnail1.png,122,0 g,4.8 g,19.7 g,0 g
"White rice
Long-grain, regular, cooked, unenriched, with salt",https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,205,44.5 g,0.4 g,4.3 g,0.6 g
"Pasta
Fresh-refrigerated, spinach, as purchased",https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,370,71.3 g,2.7 g,14.4 g,0 g
"Corn bran
Crude",https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,170,65.1 g,0.7 g,6.4 g,60.0 g
"Amaranth grain
Cooked",https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,251,46.0 g,3.9 g,9.3 g,5.2 g
"Rice flour
White",https://images.eatthismuch.com/thmb/4820_andreadisan_c9bf0af2-19e2-47d7-a262-c77f620ab8e8.png,578,126.6 g,2.2 g,9.4 g,3.8 g
"Millet
Cooked",https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,207,41.2 g,1.7 g,6.1 g,2.3 g
"Rice bran
Crude",https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,373,58.6 g,24.6 g,15.8 g,24.8 g
"White rice
Glutinous, raw",https://images.eatthismuch.com/thmb/4816_erin_m_70258a53-c834-43a7-9647-c57c2947f6bf.png,685,151.1 g,1.0 g,12.6 g,5.2 g
Durum wheat,https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,651,136.6 g,4.7 g,26.3 g,0 g
Triticale,https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,645,138.5 g,4.0 g,25.1 g,0 g
"Oat bran
Cooked",https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,88,25.1 g,1.9 g,7.0 g,5.7 g
"White rice
Long-grain, parboiled, enriched, dry",https://images.eatthismuch.com/images/food_icons_v3/spaghetti.png,699,151.3 g,1.9 g,14.0 g,3.4 g
"White rice
Short-grain, raw, unenriched",https://images.eatthismuch.com/thmb/4923_erin_m_dfadc523-6875-4dce-a2ea-df358a005f4f.png,716,158.3 g,1.0 g,13 g,0 g
"Cowpeas
Common (blackeyes, crowder, southern), mature seeds, raw",https://images.eatthismuch.com/images/food_icons_v3/soy.png,35,6.3 g,0.1 g,2.5 g,1.1 g
"Soy flour
Full-fat, roasted",https://images.eatthismuch.com/images/food_icons_v3/soy.png,375,28.6 g,18.6 g,29.6 g,8.2 g
"Yardlong beans
Mature seeds, raw",https://images.eatthismuch.com/images/food_icons_v3/soy.png,579,103.4 g,2.2 g,40.6 g,18.4 g
"Tofu
Dried-frozen (koyadofu)",https://images.eatthismuch.com/images/food_icons_v3/soy.png,82,2.5 g,5.2 g,8.1 g,1.2 g
"Winged beans
Mature seeds, cooked, boiled, without salt",https://images.eatthismuch.com/images/food_icons_v3/soy.png,253,25.7 g,10.0 g,18.3 g,0 g
"Soy meal
Defatted, raw",https://images.eatthismuch.com/images/food_icons_v3/soy.png,96,11.4 g,0.7 g,12.7 g,0 g
"Chocolate soymilk
Unfortified",https://images.eatthismuch.com/images/food_icons_v3/soy.png,153,24.2 g,3.7 g,5.5 g,1.0 g
"Small white beans
Mature seeds, cooked, boiled, with salt",https://images.eatthismuch.com/images/food_icons_v3/soy.png,254,46.2 g,1.1 g,16.1 g,18.6 g
"Tofu
Hard, prepared with nigari",https://images.eatthismuch.com/images/food_icons_v3/soy.png,41,1.2 g,2.8 g,3.6 g,0.2 g
"Vitasoy usa
Vitasoy light vanilla soymilk",https://images.eatthismuch.com/images/food_icons_v3/soy.png,73,10.0 g,2.0 g,3.9 g,0.2 g
"Silk light vanilla
Soymilk",https://images.eatthismuch.com/images/food_icons_v3/soy.png,80,10.0 g,2.0 g,6.0 g,1.0 g
"Silk nog
Soymilk",https://images.eatthismuch.com/images/food_icons_v3/soy.png,90,15.0 g,2.0 g,3.0 g,0 g
"Vitasoy usa
Vitasoy organic classic original soymilk",https://images.eatthismuch.com/images/food_icons_v3/soy.png,114,10.9 g,4.4 g,7.8 g,1.0 g
"Tofu
Fried, prepared with calcium sulfate",https://images.eatthismuch.com/images/food_icons_v3/soy.png,35,1.4 g,2.6 g,2.2 g,0.5 g
"Mori-nu tofu
Silken, soft",https://images.eatthismuch.com/images/food_icons_v3/soy.png,16,0.8 g,0.8 g,1.4 g,0.0 g
"Grillers vegan
Morningstar farms, frozen, unprepared",https://images.eatthismuch.com/images/food_icons_v3/soy.png,94,6.5 g,2.4 g,11.6 g,3.7 g
"Silk plain
Soymilk",https://images.eatthismuch.com/images/food_icons_v3/soy.png,100,8.0 g,4.0 g,7.0 g,1.0 g
Silk vanilla soy yogurt (family size),https://images.eatthismuch.com/images/food_icons_v3/soy.png,22,3.9 g,0.5 g,0.7 g,0.1 g
"Navy beans
Mature seeds, cooked, boiled, with salt",https://images.eatthismuch.com/images/food_icons_v3/soy.png,255,47.4 g,1.1 g,15.0 g,11.5 g
"Hyacinth beans
Mature seeds, raw",https://images.eatthismuch.com/images/food_icons_v3/soy.png,722,127.6 g,3.5 g,50.2 g,53.8 g
"Peanut flour
Low fat",https://images.eatthismuch.com/images/food_icons_v3/peanut.png,257,18.8 g,13.1 g,20.3 g,9.5 g
"Ensure fiber
With fos, liquid",https://images.eatthismuch.com/images/food_icons_v3/soy.png,101,16.4 g,2.4 g,3.4 g,1.1 g
Tofu yogurt,https://images.eatthismuch.com/thmb/5782_scotjohns_3e43a701-422a-4afa-9ee9-6fa5aaa9c373.png,246,41.8 g,4.7 g,9.2 g,0.5 g
"Moose
Game meat, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,456,0 g,3.3 g,99.5 g,0 g
"Corn
Yellow, whole kernel, frozen, microwaved",https://images.eatthismuch.com/thmb/1956_erin_m_d71c2e7b-4632-4310-9b59-ea891df54bae.png,185,36.5 g,2.0 g,5.1 g,3.7 g
"Pasta, gluten-free, corn and rice flour, cooked",https://images.eatthismuch.com/missing_thumbnail1.png,252,53.7 g,1.4 g,4.5 g,2.0 g
"Mozzarella cheese
Whole milk, low moisture",https://images.eatthismuch.com/thmb/27_erin_m_ddb094e9-bc7d-4e05-ab1d-2ee5c3c42e88.png,90,0.7 g,7.0 g,6.1 g,0 g
Gruyere cheese,https://images.eatthismuch.com/thmb/23_duqtape_8a516bbc-f588-45fd-b759-50c9cde69e1e.png,117,0.1 g,9.2 g,8.5 g,0 g
"Bacon grease
Animal fat",https://images.eatthismuch.com/images/food_icons_v3/bottle.png,116,0 g,12.8 g,0 g,0 g
"Ketchup
Low sodium",https://images.eatthismuch.com/thmb/5816_scotjohns_871f560c-a6a3-499c-832c-686245aa97a7.png,15,3.8 g,0.0 g,0.3 g,0.0 g
"Grapefruit
White, california, raw",https://images.eatthismuch.com/images/food_icons_v3/grape.png,87,21.5 g,0.2 g,2.1 g,0 g
"Chestnuts
Nuts, european, dried, peeled",https://images.eatthismuch.com/thmb/2651_elm333_390510aa-cfca-4a4f-8657-a31435a02a99.jpg,105,22.2 g,1.1 g,1.4 g,0 g
"Rye bread
Toasted",https://images.eatthismuch.com/thmb/4016_lisajt8_4982447a-3b2a-4d8f-9099-a2d39c25f30c.jpg,82,15.4 g,1.0 g,2.7 g,1.9 g
"Hazelnuts or filberts
Nuts, dry roasted, without salt added",https://images.eatthismuch.com/thmb/2665_jeffgal_ead51ccc-d53e-4b93-aff5-a4c6c0d24842.png,183,5.0 g,17.7 g,4.3 g,2.7 g
"Chestnuts
Nuts, japanese, dried",https://images.eatthismuch.com/images/food_icons_v3/hazelnut.png,102,23.1 g,0.4 g,1.5 g,0 g
"Chestnuts
Nuts, japanese, roasted",https://images.eatthismuch.com/images/food_icons_v3/hazelnut.png,57,12.8 g,0.2 g,0.8 g,0 g
"Ensure plus
Liquid nutrition",https://images.eatthismuch.com/thmb/5789_fgbada_93445eff-564c-41ad-887a-ac4e78413af9.jpeg,355,50.1 g,11.4 g,13.0 g,0 g
"Sunflower seed kernels
Seeds, oil roasted, without salt",https://images.eatthismuch.com/images/food_icons_v3/hazelnut.png,799,30.9 g,69.3 g,27.1 g,14.3 g
"Chestnuts
Nuts, chinese, dried",https://images.eatthismuch.com/images/food_icons_v3/hazelnut.png,103,22.6 g,0.5 g,1.9 g,0 g
"Cranberry almond crunch
Cereals ready-to-eat, post selects",https://images.eatthismuch.com/thmb/1265_vaquita_03e06e45-0dd2-4647-be86-aeac359e0357.jpg,219,43.7 g,3.4 g,5.1 g,6.3 g
"Lemon peel
Raw",https://images.eatthismuch.com/thmb/1437_erin_m_10ef55d7-eda8-4a8a-8a3c-5069cbcef131.png,3,1.0 g,0.0 g,0.1 g,0.6 g
"Porterhouse steak
Beef, short loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",https://images.eatthismuch.com/thmb/5342_simmyras_75111105-4dd6-4e0e-a257-7a9b71be4011.png,59,0 g,3.8 g,5.9 g,0 g
"T-bone steak
Beef, short loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",https://images.eatthismuch.com/thmb/5347_NickM24_2d960ddd-7971-4bba-b4dc-c4734d43e583.jpg,80,0 g,5.4 g,7.1 g,0 g
"Trout
Fish, rainbow, wild, raw",https://images.eatthismuch.com/thmb/3368_Shiratori_a0048178-6813-48e7-80e9-60dfa8fd3f31.jpg,34,0 g,1.0 g,5.8 g,0 g
"Cod
Fish, pacific, raw",https://images.eatthismuch.com/images/food_icons_v3/fish.png,20,0 g,0.1 g,4.3 g,0 g
"Blue mussel
Mollusks, raw",https://images.eatthismuch.com/thmb/3413_ChristianaAmao_60b74706-c378-4ed3-9470-5598b3243224.png,14,0.6 g,0.4 g,1.9 g,0 g
"Snapper
Fish, mixed species, raw",https://images.eatthismuch.com/thmb/3354_ldementhon_50770285-5afe-4c26-88b4-dc47eebd4353.png,28,0 g,0.4 g,5.8 g,0 g
"Abalone
Mollusks, mixed species, cooked, fried",https://images.eatthismuch.com/images/food_icons_v3/fish.png,161,9.4 g,5.8 g,16.7 g,0 g
"Ling
Fish, cooked, dry heat",https://images.eatthismuch.com/images/food_icons_v3/fish.png,168,0 g,1.2 g,36.8 g,0 g
"Ling
Fish, raw",https://images.eatthismuch.com/images/food_icons_v3/fish.png,168,0 g,1.2 g,36.7 g,0 g
Apricot kernel oil,https://images.eatthismuch.com/images/food_icons_v3/bottle.png,120,0 g,13.6 g,0 g,0 g
French rolls,https://images.eatthismuch.com/thmb/4254_ldementhon_ad506e1a-d00c-4465-aa29-eb78bce87452.png,105,19.1 g,1.6 g,3.3 g,1.2 g
"Rice cakes
Snacks, brown rice, plain, unsalted",https://images.eatthismuch.com/thmb/4726_cindystory_7884fc96-d981-4358-90b5-a7a259d85d42.jpg,35,7.3 g,0.3 g,0.7 g,0.4 g
"Rice cakes
Snacks, brown rice, rye",https://images.eatthismuch.com/thmb/4687_brittan_027d1d13-5cc6-46ac-bff4-5c457cbfb478.jpeg,69,14.4 g,0.7 g,1.5 g,0.7 g
"Honey almond flax
Cereals ready-to-eat, kashi go lean crunch!",https://images.eatthismuch.com/thmb/1274_Venomfit681_bc158baf-8fc9-48c8-9fdf-94f28d974420.jpg,201,35.5 g,5.2 g,8.9 g,8.0 g
"Scallops
Mollusks, (bay and sea), cooked, steamed",https://images.eatthismuch.com/images/food_icons_v3/fish.png,31,1.5 g,0.2 g,5.8 g,0 g
"Tuna
Fish, fresh, skipjack, raw",https://images.eatthismuch.com/images/food_icons_v3/fish.png,29,0 g,0.3 g,6.2 g,0 g
"Whitefish
Fish, mixed species, cooked, dry heat",https://images.eatthismuch.com/images/food_icons_v3/fish.png,265,0 g,11.6 g,37.7 g,0 g
"Beef broth soup
Canned, condensed, bouillon and consomme",https://images.eatthismuch.com/images/food_icons_v3/noodles.png,27,0.8 g,0 g,6.2 g,0 g
"Blueberry muffins
Prepared from recipe, made with low fat (2%) milk",https://images.eatthismuch.com/thmb/4196_ivanello_a4dc122f-73e4-462e-9a27-9f7a0c5cdd8c.png,162,23.2 g,6.2 g,3.7 g,0 g
"Caramels
Candies",https://images.eatthismuch.com/thmb/4457_NatiarysSaldana_83eb6b1f-80d9-43b3-83a3-bc47cbae58e1.png,39,7.8 g,0.8 g,0.5 g,0 g
